Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_2574,E-commerce,10,448862349.97,1374003465.4485316,14,Brazil,2009,82.59
Startup_2575,SaaS,3,156641158.49,338175736.82719094,36,China,2007,196.48
Startup_2576,Blockchain,9,217319605.72,624364883.068209,16,China,2021,73.06
Startup_2577,Fintech,6,3985247122.59,17234974622.714718,2,China,2003,58.92
Startup_2578,HealthTech,5,3515342664.38,17295800300.252506,48,France,2012,182.71
Startup_2579,AI,6,2936139863.77,8808495199.22416,26,India,2021,69.13
Startup_2580,Fintech,7,1070765151.03,4379259251.539085,11,UK,2019,182.28
Startup_2581,HealthTech,2,4260840903.99,16650479597.826797,24,India,2013,198.1
Startup_2582,SaaS,7,2644204031.55,7675033211.517828,32,UK,2004,45.2
Startup_2583,AI,8,4712064910.35,9648661793.725504,8,Germany,2017,197.69
Startup_2584,AI,1,147452134.51,550344183.484634,34,Germany,2016,158.98
Startup_2585,AI,4,364716030.62,1150578335.607844,36,Australia,2005,146.55
Startup_2586,EdTech,6,2455992700.12,8446427144.118059,42,China,2004,136.29
Startup_2587,AI,10,4304227168.6,16111190441.292833,46,Germany,2003,48.85
Startup_2588,SaaS,2,2245253904.84,6861683940.50412,31,India,2005,130.8
Startup_2589,EdTech,5,3338691855.69,13176455458.462948,11,France,2003,83.26
Startup_2590,Blockchain,7,3737527036.56,9619806085.921211,22,France,2006,102.66
Startup_2591,SaaS,10,825259333.55,3113224774.145262,6,Canada,2002,21.97
Startup_2592,AI,9,3591416085.65,8811983419.563765,29,India,2002,28.37
Startup_2593,EdTech,7,2604330326.01,8219036021.007537,50,Brazil,2015,104.09
Startup_2594,Blockchain,5,2685655423.25,11654215356.594776,34,Germany,2022,110.9
Startup_2595,HealthTech,7,270643164.12,921281461.7087064,2,UK,2017,195.67
Startup_2596,AI,2,834118422.16,4145312380.7832384,16,USA,2002,33.21
Startup_2597,SaaS,3,717048059.33,3518721707.3107533,9,Germany,2011,171.14
Startup_2598,Fintech,1,2758657604.9,5713479635.672753,13,Australia,2007,192.62
Startup_2599,EdTech,6,2809521072.05,8661369288.56809,49,Australia,2023,160.36
Startup_2600,SaaS,8,2416922670.1,6959269041.840971,31,Singapore,2013,113.06
Startup_2601,EdTech,8,3456430000.82,9735924640.499117,13,UK,2016,95.24
Startup_2602,EdTech,10,4215956194.8,13157040846.317947,2,Singapore,2019,189.56
Startup_2603,Biotech,5,4278281495.6,7552400504.911146,44,USA,2000,50.52
Startup_2604,HealthTech,10,431140898.47,681996244.5761782,47,Brazil,2016,128.77
Startup_2605,HealthTech,9,1005589702.3,1886571647.6166024,11,Brazil,2023,166.3
Startup_2606,HealthTech,10,2501411183.53,6513945800.372976,21,Brazil,2007,146.62
Startup_2607,AI,9,1270846819.53,5181796356.377772,30,Germany,2001,91.74
Startup_2608,HealthTech,7,6118474.59,11964766.62331061,15,France,2021,96.95
Startup_2609,Blockchain,4,1986905711.55,3941621418.049037,47,UK,2011,142.84
Startup_2610,Biotech,1,3558095764.27,15900235975.464352,18,Germany,2003,43.05
Startup_2611,AI,4,794767887.13,2150161252.6361413,27,Germany,2008,12.95
Startup_2612,Blockchain,8,2178713639.67,6785959723.6888895,45,India,2014,123.27
Startup_2613,Blockchain,8,378101616.25,893054406.7249234,37,Australia,2009,130.56
Startup_2614,HealthTech,9,865671962.71,3885910811.9941015,17,Canada,2011,144.66
Startup_2615,SaaS,1,2690942175.66,4271095665.7665834,5,France,2015,97.02
Startup_2616,E-commerce,6,3448198735.16,7670553548.958317,2,India,2002,21.2
Startup_2617,Biotech,6,1216767793.35,5153759451.799533,33,Singapore,2015,37.32
Startup_2618,Biotech,2,3175644747.44,9305624811.36495,28,Singapore,2020,149.94
Startup_2619,EdTech,7,4699513497.05,15992202773.578072,30,UK,2020,27.95
Startup_2620,Biotech,9,4099505769.92,7386328511.801237,35,UK,2023,143.35
Startup_2621,AI,8,613001116.28,2393901289.8880053,21,Germany,2006,101.27
Startup_2622,E-commerce,8,2561681878.5,10245526837.85073,3,China,2010,186.2
Startup_2623,Biotech,8,3229929273.01,11731028647.398216,50,Australia,2014,50.94
Startup_2624,E-commerce,4,2065869213.38,9718889679.047026,38,UK,2018,165.24
Startup_2625,Fintech,2,924313219.81,1663324154.462084,38,China,2010,198.49
Startup_2626,EdTech,5,1429278703.14,3403372638.0764565,7,Singapore,2018,49.96
Startup_2627,HealthTech,6,3255167840.78,9454291142.834412,20,Germany,2016,17.61
Startup_2628,EdTech,7,356905367.84,1556733538.5093422,18,France,2010,27.82
Startup_2629,HealthTech,6,136226433.98,632221984.7231289,18,India,2018,39.93
Startup_2630,EdTech,1,4375908974.15,12915548708.744911,13,Singapore,2016,77.19
Startup_2631,Blockchain,1,824803757.86,3384618079.70074,4,Singapore,2013,150.4
Startup_2632,Blockchain,1,3544248602.2,16018503190.02674,18,France,2018,184.83
Startup_2633,Blockchain,8,3114251836.99,14703520195.982414,21,Brazil,2001,146.53
Startup_2634,Fintech,9,3504551387.36,15784034006.8269,17,Germany,2018,102.62
Startup_2635,Blockchain,8,3267733901.66,5821189175.110459,34,China,2021,108.77
Startup_2636,SaaS,4,4699069889.64,16703488558.812662,40,India,2018,55.59
Startup_2637,Fintech,2,957337375.8,3604631083.6568775,4,USA,2004,128.24
Startup_2638,Fintech,6,78909039.03,148571763.12061778,35,Singapore,2016,113.49
Startup_2639,Fintech,5,2165657411.2,5349750291.9715395,17,Germany,2011,56.47
Startup_2640,AI,6,4048647597.58,16949550255.249056,45,Singapore,2018,157.9
Startup_2641,Blockchain,10,77914554.33,153670782.25341064,50,UK,2005,194.15
Startup_2642,Blockchain,1,4308533150.91,16512695367.085241,49,China,2013,50.18
Startup_2643,SaaS,10,4355238916.27,11748696740.105526,16,France,2008,32.2
Startup_2644,EdTech,4,2851978675.5,12471807689.052021,37,UK,2000,43.71
Startup_2645,E-commerce,4,3587718687.55,5511853006.755922,19,Australia,2007,93.32
Startup_2646,Biotech,4,1210610680.36,2005817765.6269617,26,Australia,2012,85.46
Startup_2647,Biotech,5,526941130.25,844548593.0670581,39,China,2013,131.09
Startup_2648,E-commerce,6,2936679733.92,5296374529.119666,5,Brazil,2001,129.44
Startup_2649,Biotech,4,2025779316.39,6592028720.258669,42,Brazil,2020,50.24
Startup_2650,SaaS,1,3832614020.12,16106627065.819096,24,Brazil,2016,78.7
Startup_2651,E-commerce,7,4493334862.88,20523195721.60325,48,Germany,2021,95.26
Startup_2652,HealthTech,2,1182104313.85,2290350561.727333,19,Germany,2007,30.48
Startup_2653,EdTech,9,3313080506.11,8777077586.91022,40,Singapore,2023,181.79
Startup_2654,Biotech,7,2038923732.84,5108030293.603264,23,China,2016,174.39
Startup_2655,E-commerce,5,4431337776.32,11888552374.626877,6,Australia,2012,196.08
Startup_2656,SaaS,2,2714033335.0,9735412722.030321,35,Canada,2008,25.1
Startup_2657,AI,8,2490561749.78,7521078524.903223,48,Brazil,2015,63.9
Startup_2658,Blockchain,5,776748700.22,2292212286.2041545,21,USA,2015,152.92
Startup_2659,HealthTech,9,1615326454.84,4540302860.400064,34,Australia,2019,183.34
Startup_2660,SaaS,1,3585126545.09,10945043993.273916,9,Brazil,2023,101.63
Startup_2661,Blockchain,7,4851551992.98,14071679554.42896,42,Australia,2014,69.86
Startup_2662,EdTech,8,3814810045.79,17567694597.886135,3,Australia,2007,172.47
Startup_2663,SaaS,5,4513799168.37,7954901051.478139,27,USA,2003,137.44
Startup_2664,Fintech,2,4897726903.35,15233558168.549513,49,Singapore,2006,131.48
Startup_2665,Biotech,1,237864472.36,1076623455.9661496,30,France,2000,169.03
Startup_2666,EdTech,9,2167353310.25,8340251500.155199,10,India,2010,47.97
Startup_2667,Blockchain,6,4400949926.06,21340427257.12328,45,China,2022,52.55
Startup_2668,Blockchain,6,4327718656.23,10460231513.346724,42,Germany,2007,185.41
Startup_2669,E-commerce,4,876563421.8,3694277486.7643,27,Singapore,2020,88.56
Startup_2670,HealthTech,9,2824766278.37,11005619128.956556,49,UK,2013,10.35
Startup_2671,EdTech,2,4480050896.16,20310927330.661922,29,Singapore,2020,22.24
Startup_2672,EdTech,8,1050073661.54,3740813295.102129,24,Brazil,2022,183.19
Startup_2673,EdTech,1,2429230753.84,6371034874.783487,10,Australia,2015,141.05
Startup_2674,Biotech,8,603427737.95,2674345523.931409,1,UK,2014,108.99
Startup_2675,Fintech,2,2956599720.86,12435619378.496,42,USA,2020,97.66
Startup_2676,EdTech,4,2570179771.52,9374909963.664373,29,India,2005,85.47
Startup_2677,HealthTech,10,3503453574.26,6032481308.408968,25,UK,2021,90.78
Startup_2678,HealthTech,5,4094569123.87,13140070139.907469,32,India,2022,87.19
Startup_2679,E-commerce,2,2191814398.17,7512436443.716476,40,Canada,2004,17.11
Startup_2680,Blockchain,3,4603680241.69,15455677993.044558,5,Australia,2014,88.03
Startup_2681,HealthTech,10,564772365.29,2130026379.29437,35,Canada,2001,128.75
Startup_2682,Biotech,7,156348650.81,370965113.13620174,39,Australia,2016,104.8
Startup_2683,E-commerce,1,898012736.54,2045745414.8978834,19,Brazil,2014,132.0
Startup_2684,AI,1,216293522.3,770142016.7251081,31,Canada,2002,106.19
Startup_2685,AI,2,4097148579.66,11865202881.73892,30,UK,2012,124.22
Startup_2686,Fintech,2,1371132010.03,6115591121.79873,21,Australia,2012,60.64
Startup_2687,EdTech,10,3287039030.72,13388898861.767616,7,Brazil,2013,77.05
Startup_2688,E-commerce,10,422411014.8,1284724449.680949,15,USA,2009,11.64
Startup_2689,E-commerce,9,3235752088.88,8680452707.832521,36,Singapore,2005,128.01
Startup_2690,AI,9,239006518.7,384536788.4728643,50,UK,2023,150.15
Startup_2691,AI,2,1949243114.6,6502779858.342963,37,Brazil,2013,56.45
Startup_2692,SaaS,10,1082713530.92,3056291124.0915833,12,UK,2013,38.13
Startup_2693,SaaS,4,4614574830.81,7265477151.1318655,4,Brazil,2023,146.69
Startup_2694,HealthTech,3,2956746412.73,12162726867.149944,33,Germany,2010,5.43
Startup_2695,HealthTech,1,2502708713.98,4333159814.096533,22,Canada,2009,23.36
Startup_2696,E-commerce,3,4709247325.68,17086004567.88028,6,Singapore,2010,92.77
Startup_2697,Fintech,4,4084474569.81,7700359763.510019,50,China,2015,53.94
Startup_2698,Fintech,8,3478166732.7,15761662895.76209,27,Singapore,2007,87.24
Startup_2699,SaaS,3,3758881579.62,15934219934.105034,1,UK,2022,59.14
Startup_2700,HealthTech,4,3518828277.21,5647415017.958584,2,France,2000,120.67
Startup_2701,HealthTech,3,23488030.68,95254761.07302971,42,USA,2012,20.07
Startup_2702,Blockchain,2,2401735473.04,11768068461.18437,15,Canada,2010,23.25
Startup_2703,AI,2,643498455.3,1785493470.5706944,2,India,2007,198.72
Startup_2704,Blockchain,4,275914615.63,793359852.1686879,32,USA,2009,176.07
Startup_2705,Biotech,10,654484916.49,1141797295.79254,7,Canada,2002,38.21
Startup_2706,EdTech,4,2659775354.67,12546710318.428787,41,UK,2002,28.12
Startup_2707,Biotech,9,2323009020.65,5348451776.100294,8,Singapore,2013,91.45
Startup_2708,Blockchain,10,626799810.21,2009169415.3834987,30,Brazil,2005,151.23
Startup_2709,EdTech,8,3501521171.0,15529740024.968998,18,Australia,2006,91.51
Startup_2710,SaaS,3,478600358.68,2000084681.3154006,50,India,2002,22.91
Startup_2711,Blockchain,4,578715363.58,1001604050.4190091,22,France,2018,86.86
Startup_2712,HealthTech,3,2769059909.93,4297929245.481499,12,Canada,2006,62.58
Startup_2713,SaaS,2,1620999425.28,2827085665.258265,41,India,2013,82.76
Startup_2714,Blockchain,2,319378955.71,1459884009.79777,40,China,2022,171.06
Startup_2715,AI,2,1695729927.63,6910848650.9010935,14,France,2001,160.79
Startup_2716,Fintech,7,1311783717.7,6172028658.46198,41,USA,2015,75.95
Startup_2717,Blockchain,9,1481913435.15,6919388479.916658,4,France,2021,65.57
Startup_2718,Blockchain,1,1275426281.2,3023151377.847096,18,France,2008,32.54
Startup_2719,Blockchain,5,860615822.82,1941754889.178765,2,France,2003,163.97
Startup_2720,AI,1,456106057.78,737107086.3911829,41,Germany,2007,49.26
Startup_2721,EdTech,4,1532863104.44,2971811650.919037,12,Singapore,2012,19.71
Startup_2722,HealthTech,10,2801796473.25,13657715801.076904,13,Brazil,2016,128.6
Startup_2723,Blockchain,10,3391170296.67,11168062892.139076,23,USA,2017,173.68
Startup_2724,AI,8,3275439751.78,13748919233.651888,31,India,2008,120.61
Startup_2725,EdTech,2,2960041007.92,9312217306.13649,20,Australia,2003,196.65
Startup_2726,E-commerce,2,4559096631.56,12877017057.92176,12,Canada,2016,135.84
Startup_2727,E-commerce,6,4525290068.57,12809761715.875746,3,India,2021,17.63
Startup_2728,SaaS,10,2583963142.98,6430207102.2498045,38,Singapore,2003,111.38
Startup_2729,AI,10,3959916709.78,11843278098.942625,15,Canada,2022,103.99
Startup_2730,Blockchain,8,3086948031.11,6322887947.973665,11,UK,2021,99.78
Startup_2731,EdTech,9,3247853685.43,10708824152.268696,49,Australia,2022,116.06
Startup_2732,HealthTech,2,3020382508.4,14719531763.33374,11,Canada,2018,161.02
Startup_2733,Biotech,1,1756047498.06,8099017432.628383,29,Canada,2007,21.75
Startup_2734,Blockchain,2,3591630802.91,8823974654.92448,11,India,2007,25.11
Startup_2735,SaaS,10,3852081113.87,13304005612.803516,8,Canada,2003,133.6
Startup_2736,AI,8,3574914491.14,14854242865.472967,15,China,2016,161.63
Startup_2737,E-commerce,4,1616644549.92,7200546183.102871,30,France,2005,197.05
Startup_2738,SaaS,1,216005596.03,681328378.3868569,33,Singapore,2020,18.71
Startup_2739,Blockchain,4,1319539107.18,4395300412.266863,22,Canada,2009,58.12
Startup_2740,HealthTech,8,3650251683.89,9738036975.648125,25,USA,2013,20.24
Startup_2741,Biotech,8,2496351244.72,10574816873.05017,32,India,2005,187.68
Startup_2742,Biotech,7,2115102971.63,6155651110.470931,10,China,2013,9.5
Startup_2743,E-commerce,6,3990323010.13,15716017825.815237,21,Australia,2005,50.26
Startup_2744,Biotech,9,2457313691.22,11514497593.11713,37,India,2013,8.17
Startup_2745,SaaS,7,889941011.58,4328766662.7558365,34,Brazil,2002,127.96
Startup_2746,EdTech,4,3675080754.52,14446372000.159946,7,USA,2020,22.27
Startup_2747,SaaS,4,2057383108.75,4581112171.611407,16,USA,2002,105.37
Startup_2748,HealthTech,4,1141657438.17,4086067676.1333075,5,India,2017,50.02
Startup_2749,SaaS,4,2948702670.77,5799476525.872462,42,Germany,2018,68.46
Startup_2750,Fintech,6,3677654686.86,17207131536.230602,9,India,2001,18.42
Startup_2751,AI,10,816803436.83,1790038905.57735,8,Brazil,2002,69.86
Startup_2752,EdTech,3,4512516288.04,19946360962.854,34,China,2011,120.79
Startup_2753,HealthTech,10,4700236511.33,7218720657.491623,2,India,2014,109.4
Startup_2754,Biotech,5,4712137040.18,16011736789.262896,48,China,2009,161.93
Startup_2755,HealthTech,4,863844396.45,4251150519.839785,5,Germany,2021,152.83
Startup_2756,EdTech,7,4638337076.87,17484757429.33695,25,UK,2016,127.35
Startup_2757,Biotech,3,2055016910.05,6213537350.5864105,4,Canada,2018,160.34
Startup_2758,Biotech,7,4421795321.93,15718256742.832968,17,China,2000,43.5
Startup_2759,EdTech,2,829680275.16,3214768508.7995787,8,UK,2008,54.99
Startup_2760,Biotech,7,2873078429.17,7475203370.803129,38,Singapore,2015,40.71
Startup_2761,E-commerce,5,361653907.2,1463800502.9242878,17,China,2010,122.76
Startup_2762,EdTech,7,1778953067.32,2697370976.2157645,33,France,2021,112.86
Startup_2763,AI,1,3115260485.3,8996033446.421421,18,India,2016,132.87
Startup_2764,Fintech,4,2468393435.42,6773136434.849522,19,France,2002,37.95
Startup_2765,Biotech,8,1182337322.83,5728707383.408408,34,USA,2011,102.18
Startup_2766,SaaS,8,2600460030.5,10170413973.916859,20,Australia,2009,173.25
Startup_2767,AI,4,3402575659.73,8638419345.517689,10,Canada,2020,191.52
Startup_2768,EdTech,6,1580953552.29,7823209140.462358,23,Brazil,2011,141.96
Startup_2769,AI,6,1210802848.69,5403479314.1409025,32,Australia,2016,64.92
Startup_2770,HealthTech,3,2899534769.67,9721708045.607847,14,France,2016,25.6
Startup_2771,Blockchain,10,1346586206.38,5510928179.964432,41,USA,2000,131.74
Startup_2772,AI,5,3779691635.25,17201939831.96719,8,Singapore,2010,152.86
Startup_2773,AI,9,796847851.55,1894601256.3841338,33,UK,2002,5.75
Startup_2774,EdTech,6,1480831686.78,6831441630.192853,12,Singapore,2001,19.38
Startup_2775,Biotech,3,4937584407.09,21001693611.335484,34,Singapore,2001,16.34
Startup_2776,SaaS,9,902136800.96,1850529333.9942825,24,Singapore,2012,88.88
Startup_2777,Fintech,10,1124108672.18,2160397152.349914,14,India,2022,25.94
Startup_2778,SaaS,10,3423744144.86,15880568433.873468,46,Singapore,2020,169.24
Startup_2779,E-commerce,4,4966477732.87,12594082857.425783,16,Germany,2000,80.07
Startup_2780,AI,8,3301701396.32,15165291260.129002,16,Brazil,2010,18.63
Startup_2781,Biotech,4,3033693153.23,10721986004.9518,50,Germany,2008,147.0
Startup_2782,Biotech,2,4776655233.53,22067882575.009712,12,China,2021,14.49
Startup_2783,AI,3,168349947.11,689118313.5892122,50,Singapore,2007,142.44
Startup_2784,SaaS,7,2266990051.43,9585378297.045187,3,India,2015,81.1
Startup_2785,Blockchain,4,950406374.68,1543415134.9356802,42,China,2010,13.81
Startup_2786,Fintech,9,4989350083.45,19759997234.447422,15,Singapore,2000,167.46
Startup_2787,EdTech,6,3085542751.91,12800876577.2541,42,Germany,2002,121.7
Startup_2788,Blockchain,5,311134583.01,551217260.1486777,42,Brazil,2007,149.68
Startup_2789,EdTech,3,3163291031.8,6032242938.600944,19,Singapore,2013,188.32
Startup_2790,SaaS,7,1712740280.61,8184844783.883438,18,Brazil,2014,194.69
Startup_2791,Blockchain,1,4508405610.85,11392508567.38607,13,Singapore,2016,44.33
Startup_2792,SaaS,6,402285490.39,825514605.6326452,5,USA,2016,162.35
Startup_2793,E-commerce,6,3232653859.07,16160605545.725239,6,India,2005,187.37
Startup_2794,SaaS,8,720206399.67,3291998631.2226787,48,Singapore,2020,32.57
Startup_2795,AI,8,3110220209.12,8138877150.409367,28,Canada,2003,173.25
Startup_2796,AI,10,3045765227.41,14887342555.21139,2,USA,2007,37.02
Startup_2797,Biotech,1,1008398847.43,3914420633.845546,6,Australia,2005,62.99
Startup_2798,AI,8,4430731876.67,8405915510.318896,22,France,2021,104.08
Startup_2799,AI,7,4192197812.75,13997717968.50403,50,Singapore,2004,179.89
Startup_2800,Biotech,9,1971058137.88,3909051308.009286,11,Australia,2015,46.97
Startup_2801,E-commerce,9,2195726959.84,8768307485.69128,14,France,2012,73.31
Startup_2802,SaaS,9,390769014.52,666478930.4484371,26,China,2013,90.79
Startup_2803,AI,7,2695070596.39,10719632305.899551,49,China,2018,105.39
Startup_2804,Biotech,7,2911943145.11,6945017370.966107,34,France,2010,125.57
Startup_2805,HealthTech,7,2305985065.26,8584224086.506359,41,Germany,2003,192.45
Startup_2806,AI,2,2636378256.18,8786211590.874382,3,Singapore,2012,101.58
Startup_2807,E-commerce,9,1963108303.26,9560778244.98298,20,UK,2012,154.41
Startup_2808,HealthTech,1,1848731926.09,6450724996.164333,41,India,2002,172.1
Startup_2809,E-commerce,10,734203773.6,1617064460.2368457,20,India,2021,35.12
Startup_2810,HealthTech,2,1244305340.01,5382462197.352734,21,China,2007,133.1
Startup_2811,Biotech,4,546725134.24,2592334339.7546377,1,Australia,2021,182.96
Startup_2812,Blockchain,1,2450145559.77,10830344163.925219,24,Canada,2013,130.09
Startup_2813,HealthTech,1,2030384068.15,5308223917.640754,16,Australia,2007,6.16
Startup_2814,Blockchain,1,74334021.53,270193029.7075224,37,Germany,2018,35.41
Startup_2815,Biotech,3,1110099132.33,3131135171.5614758,44,France,2021,143.98
Startup_2816,Fintech,1,1145548544.59,3479847120.646401,27,USA,2005,28.78
Startup_2817,SaaS,3,1148128621.06,3247193751.0807796,12,Germany,2006,182.09
Startup_2818,HealthTech,10,1460685602.51,7074711634.365199,19,China,2004,167.12
Startup_2819,AI,10,488308381.99,1335250403.1807008,49,Brazil,2022,168.2
Startup_2820,SaaS,1,3346349335.06,14194718219.996973,42,Germany,2021,44.52
Startup_2821,HealthTech,5,95220819.65,322999709.0676268,49,China,2009,80.58
Startup_2822,Fintech,8,1138983795.33,1825477251.0060415,21,Germany,2004,132.67
Startup_2823,Blockchain,8,2945271188.44,12670799036.225922,2,Canada,2009,16.73
Startup_2824,SaaS,5,1259732036.54,3353054494.217002,43,Singapore,2015,166.33
Startup_2825,AI,8,1222141461.87,5582923121.250341,6,USA,2023,125.1
Startup_2826,Fintech,3,3229497913.48,10766814230.92475,5,China,2014,182.57
Startup_2827,Biotech,8,4233621899.6,10116233755.944683,19,Germany,2010,88.09
Startup_2828,Biotech,10,2461134610.69,8407626537.423598,2,Canada,2002,141.93
Startup_2829,Biotech,7,2699067021.73,8511086356.257279,18,China,2017,179.06
Startup_2830,Fintech,7,331601860.09,1041711707.6746277,1,Australia,2008,5.56
Startup_2831,Biotech,2,205752180.79,1012341039.4162362,16,Singapore,2012,147.81
Startup_2832,AI,5,1784361813.79,4317806180.856209,38,UK,2020,51.79
Startup_2833,Blockchain,9,3098047176.25,10400890481.704487,36,UK,2017,108.11
Startup_2834,EdTech,8,999672720.27,2410365794.006753,34,India,2001,78.93
Startup_2835,HealthTech,1,1775847653.61,6850854315.236502,2,Australia,2022,68.63
Startup_2836,AI,6,4078051925.98,10548477676.943428,14,Canada,2019,99.28
Startup_2837,HealthTech,10,184682387.71,434522146.57020575,9,Canada,2011,108.97
Startup_2838,Fintech,1,4574282538.79,21657988512.883793,25,Australia,2008,23.27
Startup_2839,HealthTech,7,451149570.7,2076273522.6851716,43,Germany,2008,117.72
Startup_2840,Biotech,5,3572318492.47,13341828555.171688,3,Brazil,2023,189.23
Startup_2841,Blockchain,7,2323143931.91,3645166017.1857886,23,Australia,2022,130.72
Startup_2842,Fintech,10,2610997363.12,11124742705.635326,14,Canada,2008,51.6
Startup_2843,E-commerce,2,2940189065.73,5135454604.015567,33,Brazil,2014,82.79
Startup_2844,Fintech,8,1687018732.88,4830495343.157094,5,Brazil,2020,142.61
Startup_2845,SaaS,3,4547527748.82,19961415324.521965,44,UK,2003,45.08
Startup_2846,Blockchain,8,2388273029.88,10824456134.045113,43,Australia,2008,23.2
Startup_2847,E-commerce,3,751128891.62,3504623826.075169,48,UK,2021,61.89
Startup_2848,Fintech,5,2287008040.36,9340013171.058475,40,Singapore,2019,172.86
Startup_2849,HealthTech,6,2733314128.18,12591252046.488562,4,Brazil,2000,40.21
Startup_2850,Blockchain,1,359088427.76,1605261109.2651525,23,Brazil,2007,89.32
Startup_2851,EdTech,3,2007446327.09,8893249078.37327,25,Germany,2000,79.78
Startup_2852,HealthTech,1,4209352096.04,20063518841.890667,5,Australia,2023,153.06
Startup_2853,HealthTech,10,3433329273.8,11107161073.877531,7,China,2002,118.48
Startup_2854,AI,3,814449159.42,3557215280.445349,13,Germany,2011,147.39
Startup_2855,Biotech,8,1551866458.68,7475836447.804465,8,China,2011,60.8
Startup_2856,HealthTech,10,1183225972.6,4136015633.5333405,41,Germany,2014,193.87
Startup_2857,HealthTech,6,706945127.13,3524930257.7692842,24,UK,2017,71.69
Startup_2858,E-commerce,2,2323016361.76,5049315898.707881,37,UK,2012,177.55
Startup_2859,Blockchain,3,1348437531.9,2536705510.4378195,34,Australia,2021,38.73
Startup_2860,E-commerce,3,1958500617.78,5377396118.50601,27,UK,2019,187.5
Startup_2861,Fintech,8,4125029642.95,18113767783.41013,13,France,2007,90.79
Startup_2862,HealthTech,6,2276099127.42,6765463742.888686,30,Germany,2016,170.26
Startup_2863,Fintech,8,1520383082.85,4623675285.851966,38,Brazil,2008,36.78
Startup_2864,Fintech,4,1721108156.27,6881220846.83054,32,Germany,2006,144.13
Startup_2865,HealthTech,2,530836676.0,2436320493.2433367,30,USA,2002,120.97
Startup_2866,Blockchain,10,4743242382.6,20532197887.86971,12,Germany,2008,46.67
Startup_2867,Biotech,3,3267648695.68,14753335838.956787,27,USA,2018,101.47
Startup_2868,Biotech,6,2503311245.28,9999469627.965189,38,France,2013,185.49
Startup_2869,Biotech,3,3840018233.81,6575568463.921601,31,Canada,2019,32.87
Startup_2870,E-commerce,3,2377086411.86,10329299742.17711,14,China,2007,115.96
Startup_2871,HealthTech,4,95935269.79,180162215.75071675,19,USA,2017,89.95
Startup_2872,EdTech,8,4344554820.87,14142521160.45289,2,India,2014,129.56
Startup_2873,HealthTech,9,1585017293.54,3935526401.4052444,47,India,2020,140.17
Startup_2874,Fintech,3,1158144437.0,3421823174.7662234,24,Brazil,2015,146.29
Startup_2875,Fintech,6,1606669627.86,3815882939.902344,45,Singapore,2011,118.24
Startup_2876,EdTech,5,2433022126.66,3662583475.893417,11,India,2020,107.7
Startup_2877,SaaS,2,4222840044.83,20344741750.88602,9,Australia,2015,99.7
Startup_2878,AI,3,682528347.99,2259683524.791217,42,Brazil,2006,15.96
Startup_2879,E-commerce,6,1525125557.61,3307145641.9599752,46,Germany,2007,154.45
Startup_2880,Biotech,2,4837692285.84,7531405570.015508,22,France,2009,86.42
Startup_2881,E-commerce,10,3230090147.93,12241449463.977734,3,India,2017,48.07
Startup_2882,HealthTech,8,3163674602.45,7772531981.559908,2,Germany,2013,127.82
Startup_2883,Blockchain,7,2745364809.41,9735249209.43085,45,India,2015,130.09
Startup_2884,Fintech,4,2425084901.35,11894899571.627127,22,Australia,2003,40.37
Startup_2885,Blockchain,10,2138634255.04,8458817563.695061,16,Canada,2013,182.76
Startup_2886,AI,5,4616380557.16,19410880127.150513,9,Australia,2012,151.41
Startup_2887,Fintech,10,1410892945.72,6568518761.695634,9,Canada,2016,193.09
Startup_2888,HealthTech,9,2299504378.1,6759922973.858677,49,Australia,2019,87.84
Startup_2889,SaaS,3,4136971360.39,11913728166.27562,48,India,2004,124.65
Startup_2890,Biotech,10,599085858.15,1523461371.1615527,17,India,2007,152.32
Startup_2891,SaaS,9,3180991452.37,11843905927.293001,47,China,2012,182.55
Startup_2892,Biotech,1,515111457.79,2102110613.3834207,43,India,2020,30.68
Startup_2893,SaaS,5,305950632.78,618263489.2812124,37,Canada,2018,158.46
Startup_2894,Fintech,10,2337561992.64,4872064689.9624,4,Canada,2005,150.67
Startup_2895,E-commerce,1,2913037157.0,7083760249.82577,1,Canada,2004,147.01
Startup_2896,HealthTech,8,2568633078.87,9929054032.953613,10,Canada,2011,53.33
Startup_2897,Biotech,7,3951179985.94,16472746678.39247,40,Australia,2012,167.75
Startup_2898,AI,3,661863916.45,1833182418.5435095,21,Singapore,2008,147.92
Startup_2899,EdTech,1,1375009858.13,2777704470.694103,13,USA,2015,171.45
Startup_2900,HealthTech,10,1270421016.47,4427391036.70927,47,Australia,2012,61.94
Startup_2901,Biotech,5,4067714956.59,10721824792.797205,32,Canada,2015,30.12
Startup_2902,EdTech,3,1636188062.78,5017488513.212601,4,Australia,2014,152.65
Startup_2903,HealthTech,6,2482969849.2,5326700599.526343,49,Germany,2003,130.42
Startup_2904,Blockchain,7,332919741.34,1586545292.2229507,23,India,2007,197.43
Startup_2905,HealthTech,5,4662230867.51,8678370111.942827,21,UK,2015,73.36
Startup_2906,E-commerce,6,3599455423.24,10428116765.825768,17,UK,2006,6.14
Startup_2907,Fintech,3,1381951118.79,3183801257.4230824,28,Singapore,2001,26.52
Startup_2908,EdTech,4,4012835988.16,17577837792.275524,43,Australia,2017,46.7
